day,u_casemix,u_incident,u_incident_shift,u_arr_morning,u_arr_evening,u_arr_night,u_bedhrs_morning,u_bedhrs_evening,u_bedhrs_night,u_abs_doctor_morning,u_abs_doctor_evening,u_abs_doctor_night,u_abs_nurse_morning,u_abs_nurse_evening,u_abs_nurse_night,u_abs_tech_morning,u_abs_tech_evening,u_abs_tech_night
1503,0.466373,0.659528,0.341238,0.870451,0.291807,0.206889,0.895941,0.159283,0.271854,0.138998,0.458604,0.086587,0.995009,0.89226,0.895556,0.516318,0.968659,0.621883
1504,0.826305,0.707279,0.644869,0.832555,0.06859,0.284297,0.512216,0.514797,0.991461,0.131382,0.631293,0.915172,0.191757,0.734609,0.625482,0.03133,0.433947,0.820355
1505,0.812277,0.62643,0.014962,0.498821,0.003109,0.722761,0.140081,0.784224,0.56928,0.145217,0.006475,0.200643,0.055103,0.190507,0.925397,0.169042,0.597108,0.945987
1506,0.066259,0.169437,0.478453,0.641968,0.948701,0.046243,0.436403,0.765114,0.117946,0.336055,0.489093,0.894965,0.872143,0.427176,0.574997,0.961867,0.489045,0.769865
1507,0.797766,0.687306,0.317403,0.552495,0.866616,0.585142,0.634959,0.382006,0.040732,0.498386,0.310836,0.758328,0.322716,0.159697,0.71601,0.850283,0.064231,0.815412
1508,0.149384,0.204816,0.944447,0.563889,0.429663,0.587049,0.14853,0.753961,0.965793,0.752094,0.473023,0.649758,0.302012,0.477315,0.01704,0.400023,0.88804,0.613508
1509,0.659355,0.137613,0.791117,0.218583,0.808975,0.800372,0.287905,0.874026,0.537389,0.650518,0.396651,0.006301,0.314952,0.878049,0.117162,0.929697,0.594779,0.422636
1510,0.066539,0.443409,0.989594,0.891888,0.911683,0.23746,0.780286,0.766539,0.247764,0.645005,0.74908,0.208676,0.206542,0.818104,0.550353,0.883445,0.528257,0.463511
1511,0.080548,0.511832,0.420922,0.68942,0.228249,0.391251,0.105712,0.523768,0.751851,0.209822,0.417284,0.957585,0.844562,0.848944,0.15462,0.812987,0.352074,0.37275
1512,0.937254,0.542295,0.28519,0.709031,0.33724,0.595945,0.61091,0.332152,0.45272,0.645092,0.006885,0.126396,0.971154,0.495557,0.350023,0.025606,0.247557,0.411222
1513,0.860191,0.937537,0.614544,0.615217,0.251614,0.304787,0.715738,0.601113,0.242125,0.421373,0.324,0.264351,0.225718,0.223277,0.576876,0.390263,0.070114,0.238914
1514,0.45627,0.349299,0.636547,0.31374,0.217496,0.573828,0.425323,0.938632,0.365885,0.051279,0.781882,0.38047,0.76111,0.172879,0.479935,0.501325,0.739504,0.157844
1515,0.208473,0.723602,0.280291,0.202992,0.961412,0.417562,0.269229,0.284133,0.448983,0.009091,0.657699,0.570669,0.702145,0.47004,0.797342,0.278204,0.979577,0.117837
1516,0.224372,0.313337,0.557912,0.46863,0.853865,0.448425,0.486753,0.843885,0.163409,0.007131,0.583803,0.967234,0.11536,0.044587,0.959852,0.923195,0.824213,0.069947
1517,0.290444,0.785946,0.094429,0.18079,0.142452,0.647325,0.237167,0.575715,0.783861,0.352446,0.798399,0.464098,0.248619,0.557053,0.493547,0.604957,0.832285,0.328224
1518,0.351153,0.638756,0.935992,0.412145,0.843599,0.03355,0.227325,0.221125,0.628812,0.178668,0.122138,0.519551,0.203058,0.498022,0.459723,0.77536,0.327335,0.63176
1519,0.068539,0.438472,0.079065,0.194862,0.830705,0.610047,0.169127,0.788634,0.450753,0.053073,0.675848,0.627769,0.72404,0.662111,0.865113,0.182763,0.220961,0.772292
1520,0.325402,0.409107,0.942095,0.731203,0.345058,0.205144,0.67589,0.12165,0.681929,0.903084,0.802433,0.415866,0.734274,0.967574,0.614288,0.003156,0.241723,0.943413
1521,0.04903,0.454296,0.537436,0.491288,0.00934,0.983065,0.495627,0.522883,0.10423,0.697705,0.404015,0.485691,0.241564,0.363854,0.610559,0.340318,0.860704,0.059407
1522,0.054965,0.563259,0.698379,0.117786,0.883007,0.1439,0.544373,0.455437,0.09351,0.407296,0.544765,0.267912,0.252207,0.588341,0.31904,0.882215,0.979097,0.344806
1523,0.867627,0.829309,0.598153,0.234101,0.433607,0.379095,0.59171,0.354803,0.238474,0.448651,0.732983,0.986555,0.936757,0.261507,0.750337,0.483048,0.28439,0.963229
1524,0.679701,0.222491,0.139273,0.955757,0.508513,0.197496,0.282823,0.778608,0.992908,0.644266,0.078837,0.350587,0.867649,0.981075,0.313364,0.246479,0.75175,0.354013
1525,0.761823,0.311315,0.68979,0.914255,0.757301,0.675537,0.096129,0.802466,0.016001,0.069733,0.943289,0.556562,0.995169,0.626242,0.072426,0.022671,0.102021,0.627663
1526,0.68136,0.731561,0.619872,0.045548,0.147588,0.888133,0.018384,0.023253,0.627708,0.698055,0.403565,0.763594,0.385491,0.217138,0.840509,0.33556,0.84728,0.588514
1527,0.315012,0.392645,0.237798,0.021854,0.295101,0.30239,0.775041,0.61601,0.946832,0.228419,0.225738,0.53537,0.402932,0.03407,0.106141,0.859018,0.151588,0.420713
1528,0.665643,0.639662,0.767941,0.967598,0.18395,0.310548,0.832896,0.94625,0.165904,0.577653,0.895899,0.330165,0.010993,0.781369,0.901786,0.618713,0.006394,0.263394
1529,0.880804,0.984232,0.971298,0.699246,0.237751,0.256659,0.479198,0.719906,0.084091,0.099363,0.831656,0.739754,0.725262,0.326719,0.53551,0.192307,0.194673,0.118386
1530,0.926683,0.517419,0.437685,0.974802,0.717306,0.108602,0.359314,0.015234,0.103665,0.865929,0.137683,0.088873,0.191865,0.327571,0.747135,0.285595,0.642887,0.396201
1531,0.410851,0.854975,0.805637,0.755531,0.066024,0.093743,0.00019,0.735626,0.081917,0.240546,0.296549,0.367297,0.430482,0.230476,0.55601,0.579122,0.461915,0.903684
1532,0.881949,0.021148,0.187434,0.660672,0.410758,0.975128,0.586112,0.414178,0.635967,0.565049,0.613541,0.209064,0.499351,0.076284,0.315502,0.135645,0.291386,0.520244
1533,0.744706,0.652131,0.351761,0.667606,0.154104,0.426731,0.293796,0.586145,0.076762,0.86569,0.636121,0.741499,0.519909,0.312375,0.708211,0.050102,0.556223,0.766617
1534,0.21426,0.651315,0.912881,0.637606,0.58108,0.872932,0.540545,0.540426,0.558391,0.404089,0.029461,0.303282,0.937663,0.457928,0.185399,0.069493,0.983124,0.451366
1535,0.563327,0.535878,0.334561,0.851125,0.651279,0.440087,0.938409,0.996437,0.163535,0.909833,0.157501,0.132249,0.407173,0.242697,0.50435,0.789864,0.467792,0.325963
1536,0.281717,0.08151,0.59814,0.358869,0.385144,0.918257,0.604604,0.502452,0.506384,0.060137,0.779163,0.661703,0.089,0.082132,0.090449,0.513658,0.339292,0.482604
1537,0.208523,0.248144,0.101162,0.157303,0.598628,0.398336,0.103329,0.41261,0.66845,0.699177,0.520837,0.615942,0.943228,0.899281,0.779125,0.264631,0.485386,0.630464
1538,0.497461,0.59667,0.901356,0.696749,0.141046,0.96313,0.939913,0.231552,0.227396,0.682302,0.700144,0.23624,0.158856,0.368076,0.020975,0.430128,0.760903,0.955704
1539,0.627479,0.034562,0.584688,0.904363,0.346333,0.214058,0.363293,0.011076,0.872396,0.136868,0.027659,0.033497,0.057164,0.266829,0.775526,0.611925,0.134739,0.171596
1540,0.025666,0.514192,0.173338,0.198414,0.834399,0.148793,0.454571,0.146298,0.324214,0.01199,0.809751,0.113289,0.80308,0.443358,0.742961,0.327008,0.969928,0.900132
1541,0.310174,0.555049,0.629128,0.280058,0.562374,0.793566,0.169351,0.875273,0.642782,0.806821,0.39315,0.266538,0.531089,0.741191,0.458753,0.541137,0.032354,0.999926
1542,0.38667,0.988466,0.965377,0.807672,0.740871,0.609524,0.282959,0.566714,0.235592,0.178855,0.518167,0.828432,0.009945,0.607728,0.251108,0.916846,0.793441,0.270164
1543,0.22798,0.971774,0.235866,0.37274,0.530108,0.646499,0.99438,0.509254,0.766066,0.79296,0.273559,0.0037,0.91645,0.365936,0.618031,0.914224,0.12635,0.456995
1544,0.717074,0.582473,0.245624,0.163898,0.825904,0.613545,0.639657,0.358775,0.122357,0.086064,0.622605,0.473794,0.050575,0.496271,0.991785,0.628663,0.392525,0.220203
1545,0.225301,0.909868,0.094148,0.12688,0.818719,0.551865,0.989772,0.031257,0.415984,0.868247,0.545011,0.484994,0.625536,0.859428,0.577554,0.685832,0.514388,0.168216
1546,0.590324,0.615039,0.291234,0.580537,0.017044,0.427855,0.404029,0.345687,0.310131,0.366675,0.00211,0.544825,0.865727,0.414909,0.885673,0.628432,0.167498,0.517639
1547,0.827961,0.569567,0.733823,0.364347,0.050329,0.112083,0.675141,0.43845,0.637273,0.690931,0.368498,0.190031,0.355876,0.243007,0.517499,0.319797,0.809194,0.802542
1548,0.927648,0.387457,0.77411,0.913768,0.422033,0.36697,0.720065,0.933922,0.257829,0.470524,0.829165,0.153329,0.763722,0.943143,0.557552,0.023004,0.190239,0.852567
1549,0.175718,0.774068,0.200855,0.673488,0.790285,0.41838,0.799548,0.897141,0.990722,0.807319,0.892805,0.929683,0.517099,0.78684,0.062708,0.216489,0.011894,0.03123
1550,0.227219,0.161021,0.940096,0.960009,0.131385,0.444867,0.587868,0.778976,0.05074,0.354136,0.153497,0.28766,0.053408,0.148842,0.201142,0.897948,0.61165,0.804756
1551,0.27221,0.18526,0.473645,0.886067,0.571405,0.709767,0.542965,0.087837,0.92809,0.776044,0.598375,0.949004,0.649329,0.637606,0.608106,0.306077,0.321931,0.285536
1552,0.34129,0.652278,0.948987,0.047526,0.905736,0.018476,0.789756,0.083943,0.476943,0.706742,0.916154,0.682288,0.869797,0.419895,0.98095,0.292506,0.748849,0.86301
1553,0.28139,0.745053,0.954511,0.779091,0.248095,0.319635,0.253106,0.78442,0.880339,0.850948,0.67116,0.557713,0.078894,0.73023,0.436182,0.987736,0.119014,0.920346
1554,0.703591,0.084921,0.366623,0.28703,0.041124,0.770151,0.630629,0.527801,0.488562,0.667828,0.834425,0.291341,0.489006,0.483809,0.410075,0.707388,0.291862,0.856638
1555,0.471653,0.992469,0.59492,0.124444,0.506845,0.948775,0.933066,0.389248,0.501683,0.973249,0.474709,0.258797,0.82283,0.82071,0.091615,0.859124,0.049359,0.310539
1556,0.050738,0.793317,0.126612,0.571875,0.41353,0.354638,0.871532,0.066896,0.475455,0.474628,0.46098,0.936302,0.239963,0.299903,0.523823,0.178753,0.503715,0.843763
1557,0.201918,0.217397,0.945876,0.129408,0.511501,0.584779,0.866482,0.394948,0.733904,0.688434,0.081904,0.721106,0.564298,0.245066,0.202255,0.160076,0.875824,0.057877
1558,0.249518,0.763483,0.880444,0.023412,0.216355,0.289089,0.259076,0.253644,0.331256,0.659185,0.130798,0.89336,0.370659,0.022994,0.979399,0.248033,0.747872,0.820741
1559,0.772149,0.158125,0.236541,0.729943,0.348262,0.444995,0.949885,0.508148,0.268454,0.124241,0.824925,0.161695,0.295148,0.26918,0.006515,0.260918,0.857261,0.328467
1560,0.131091,0.781599,0.871256,0.337482,0.688228,0.278973,0.53132,0.993472,0.424528,0.674144,0.364618,0.693634,0.755251,0.221199,0.050461,0.482373,0.785359,0.108039
1561,0.094578,0.293438,0.31451,0.904536,0.025349,0.601675,0.888252,0.458261,0.479891,0.069617,0.020536,0.277191,0.239457,0.736548,0.353054,0.794828,0.558843,0.857104
1562,0.634924,0.198497,0.725355,0.861488,0.591647,0.980625,0.236198,0.363895,0.730924,0.305154,0.885645,0.776804,0.22434,0.50694,0.857816,0.957382,0.635955,0.974391
1563,0.085072,0.373481,0.657052,0.748699,0.571454,0.008027,0.075534,0.060226,0.016574,0.70073,0.685551,0.951388,0.639786,0.422453,0.997148,0.291163,0.757033,0.913211
1564,0.702799,0.583201,0.240763,0.360737,0.08043,0.907102,0.703704,0.558331,0.643484,0.472125,0.728074,0.108763,0.708817,0.220991,0.173374,0.338504,0.235809,0.373352
1565,0.178807,0.587102,0.598349,0.861849,0.304541,0.513821,0.48478,0.559377,0.459081,0.051954,0.798393,0.775281,0.45641,0.799585,0.046111,0.012142,0.440162,0.234601
1566,0.632353,0.351766,0.812574,0.125508,0.431858,0.820543,0.930523,0.549149,0.049811,0.611162,0.158294,0.122935,0.448928,0.059812,0.455835,0.857052,0.666999,0.155609
1567,0.348109,0.740882,0.949707,0.810474,0.022563,0.095885,0.5392,0.146412,0.782212,0.191828,0.325116,0.488764,0.866819,0.843028,0.272654,0.880845,0.555924,0.97393
1568,0.077286,0.477141,0.8119,0.410868,0.408007,0.336359,0.913991,0.585893,0.228795,0.197223,0.182553,0.66048,0.957444,0.141243,0.794496,0.73838,0.019159,0.936182
1569,0.698638,0.439105,0.939719,0.321073,0.492783,0.834711,0.958058,0.013199,0.285068,0.035323,0.115431,0.03706,0.831825,0.592674,0.491545,0.519727,0.367858,0.269481
1570,0.003169,0.680814,0.218753,0.380175,0.229486,0.861878,0.873377,0.876791,0.756231,0.024075,0.796722,0.554144,0.623062,0.502422,0.611683,0.236706,0.111958,0.521961
1571,0.753247,0.713529,0.39255,0.882503,0.994009,0.17101,0.664908,0.56877,0.599168,0.355406,0.956176,0.858503,0.293765,0.533449,0.615597,0.598171,0.998523,0.633509
1572,0.903498,0.975,0.774016,0.605609,0.162692,0.904831,0.206733,0.775111,0.434652,0.999085,0.682325,0.860262,0.644638,0.541474,0.431523,0.675939,0.758508,0.225987
1573,0.209892,0.065076,0.831504,0.47091,0.95064,0.528814,0.837497,0.674737,0.305484,0.023436,0.144866,0.991626,0.549455,0.380594,0.034454,0.425333,0.687083,0.995214
1574,0.483149,0.962163,0.415436,0.583343,0.84097,0.047754,0.340236,0.806513,0.474904,0.389661,0.819183,0.808221,0.619807,0.137086,0.035097,0.130121,0.186346,0.156959
1575,0.719383,0.21659,0.429599,0.020352,0.644175,0.572751,0.463001,0.562861,0.517944,0.286025,0.332998,0.019162,0.915505,0.011176,0.433576,0.429068,0.268209,0.432745
1576,0.300946,0.12215,0.134207,0.587161,0.211938,0.902138,0.758245,0.925929,0.75477,0.321943,0.198169,0.064497,0.731246,0.988312,0.470557,0.733262,0.937791,0.581286
1577,0.597897,0.665869,0.703674,0.578945,0.402995,0.823011,0.392642,0.40999,0.751368,0.590087,0.515431,0.611392,0.609903,0.809151,0.695879,0.709093,0.117773,0.846156
1578,0.029828,0.242132,0.16045,0.436802,0.444826,0.553626,0.312109,0.286099,0.070381,0.345103,0.196687,0.519593,0.021199,0.363125,0.010583,0.336559,0.944073,0.533791
1579,0.321433,0.649932,0.602543,0.268253,0.859005,0.347188,0.271673,0.903797,0.16679,0.255036,0.379438,0.049979,0.387094,0.474414,0.059213,0.754941,0.623369,0.869918
1580,0.293684,0.449741,0.712093,0.489,0.942744,0.651535,0.656539,0.058526,0.884967,0.450125,0.881278,0.181854,0.70861,0.496503,0.416518,0.639213,0.925869,0.216351
1581,0.670108,0.972701,0.528264,0.466287,0.09183,0.350818,0.960857,0.590727,0.560421,0.292393,0.048357,0.023975,0.966349,0.697613,0.542995,0.493059,0.35799,0.367663
1582,0.624834,0.769459,0.415531,0.941851,0.589719,0.162043,0.373158,0.12594,0.197263,0.42604,0.407378,0.055916,0.807626,0.496657,0.305279,0.014389,0.516378,0.176004
1583,0.683185,0.451958,0.233176,0.071385,0.633994,0.121876,0.365217,0.90507,0.952852,0.603706,0.195132,0.949518,0.908706,0.374141,0.272432,0.399633,0.340563,0.023893
1584,0.877962,0.671537,0.824336,0.91205,0.753283,0.829608,0.653773,0.617272,0.633949,0.729752,0.244496,0.700084,0.613646,0.055834,0.116289,0.399932,0.912746,0.293635
1585,0.93585,0.046134,0.733965,0.8493,0.634454,0.629228,0.037375,0.715284,0.135908,0.769447,0.811298,0.301797,0.576743,0.67731,0.654106,0.829956,0.369714,0.423084
1586,0.104029,0.522649,0.438961,0.714887,0.25488,0.961725,0.872432,0.975159,0.521828,0.127889,0.108862,0.843736,0.675161,0.572996,0.266527,0.551266,0.45492,0.993347
1587,0.637705,0.818724,0.479421,0.256988,0.614329,0.161054,0.967954,0.95819,0.746388,0.411734,0.394617,0.481695,0.645299,0.34125,0.695678,0.233544,0.421727,0.013349
1588,0.339974,0.504762,0.669259,0.434128,0.205268,0.760426,0.758222,0.959966,0.208946,0.447671,0.980715,0.106232,0.152239,0.022449,0.6668,0.463861,0.338723,0.846356
1589,0.317784,0.421601,0.235847,0.424618,0.389336,0.29274,0.800601,0.954177,0.833637,0.640302,0.155501,0.486185,0.838143,0.44105,0.581693,0.713217,0.371294,0.6889
1590,0.826558,0.256574,0.102011,0.474839,0.579392,0.819675,0.585265,0.828357,0.683662,0.44879,0.289596,0.327991,0.440352,0.439595,0.517413,0.138152,0.044657,0.856619
1591,0.528859,0.46023,0.134143,0.991429,0.040284,0.633282,0.106004,0.537952,0.335576,0.832026,0.808302,0.613978,0.446447,0.662842,0.792869,0.230188,0.698747,0.954904
1592,0.44325,0.780092,0.83192,0.207658,0.043925,0.352179,0.287367,0.729652,0.681499,0.844087,0.484527,0.287676,0.646045,0.805157,0.924735,0.276044,0.420965,0.975646
1593,0.192131,0.713521,0.835466,0.784458,0.763583,0.209194,0.019976,0.104037,0.850989,0.337225,0.473365,0.184269,0.619831,0.964762,0.856379,0.124109,0.627706,0.30091
1594,0.740193,0.133861,0.450357,0.105602,0.883231,0.435148,0.277788,0.148355,0.333464,0.143107,0.930472,0.387286,0.839149,0.353433,0.235165,0.779062,0.747333,0.640116
1595,0.867588,0.327284,0.090077,0.374104,0.001402,0.024054,0.902969,0.751675,0.065799,0.603428,0.490509,0.428769,0.847741,0.913243,0.760063,0.76673,0.889352,0.829954
1596,0.666862,0.395993,0.816477,0.457154,0.328403,0.716775,0.173574,0.656843,0.351867,0.494063,0.089644,0.776299,0.244951,0.957826,0.919881,0.890827,0.410732,0.138862
1597,0.721106,0.407596,0.687112,0.438507,0.408721,0.493486,0.388398,0.829199,0.440043,0.640236,0.111501,0.978172,0.213087,0.693954,0.475526,0.918945,0.760101,0.409248
1598,0.109496,0.962215,0.670253,0.099458,0.096855,0.356061,0.12231,0.440303,0.224952,0.654224,0.61694,0.569269,0.867826,0.140361,0.835397,0.25995,0.081238,0.224062
1599,0.316305,0.809818,0.722371,0.018296,0.013978,0.695044,0.370254,0.423213,0.002739,0.948398,0.526014,0.397567,0.350592,0.11953,0.733124,0.026966,0.178396,0.966349
1600,0.468906,0.260901,0.683784,0.160224,0.292111,0.646349,0.03445,0.814088,0.241195,0.608534,0.973921,0.681789,0.169196,0.863268,0.908784,0.386952,0.319998,0.597993
1601,0.781277,0.641815,0.107321,0.746118,0.719311,0.997587,0.789985,0.816455,0.915623,0.799561,0.717496,0.943345,0.295046,0.878318,0.288702,0.179809,0.171342,0.199128
1602,0.098116,0.237768,0.340011,0.935672,0.14681,0.90534,0.673875,0.063277,0.245535,0.164106,0.19645,0.108683,0.013923,0.88575,0.657782,0.990557,0.291997,0.686246
1603,0.207204,0.442433,0.394986,0.746211,0.28717,0.610229,0.320662,0.613648,0.855884,0.042918,0.113599,0.947949,0.907902,0.206244,0.366839,0.106403,0.381738,0.579334
1604,0.9517,0.591183,0.906351,0.868659,0.434064,0.373128,0.214531,0.391072,0.558392,0.012195,0.887948,0.150505,0.383356,0.134416,0.283138,0.0058,0.622854,0.777752
1605,0.142903,0.411593,0.239697,0.921853,0.183829,0.566459,0.435154,0.711444,0.990569,0.954034,0.371938,0.12107,0.25201,0.353846,0.657139,0.136308,0.533155,0.844034
1606,0.732488,0.493472,0.630598,0.493397,0.917738,0.080089,0.283035,0.71616,0.258259,0.365399,0.574244,0.479896,0.961785,0.392477,0.125355,0.874675,0.09773,0.786336
1607,0.410274,0.52122,0.006944,0.947719,0.334104,0.367967,0.145833,0.800572,0.335782,0.005932,0.894635,0.866295,0.945605,0.028791,0.617778,0.402816,0.115672,0.944733
1608,0.876661,0.130473,0.327829,0.968039,0.754182,0.683982,0.165381,0.706435,0.191159,0.114775,0.006152,0.547408,0.765365,0.297141,0.029512,0.889463,0.833686,0.786435
1609,0.068478,0.264697,0.407231,0.662207,0.048575,0.452758,0.340915,0.241302,0.626837,0.0047,0.180934,0.412093,0.518475,0.222869,0.380533,0.61499,0.165241,0.94399
1610,0.736369,0.573373,0.525059,0.035965,0.954933,0.723459,0.972171,0.286369,0.586569,0.14827,0.841973,0.604848,0.600966,0.48625,0.441914,0.60156,0.934602,0.990095
1611,0.949989,0.600138,0.98368,0.468059,0.036367,0.417517,0.811793,0.365416,0.880942,0.62002,0.76639,0.035594,0.860452,0.80431,0.975284,0.926149,0.786579,0.787575
1612,0.700922,0.936299,0.0152,0.013506,0.152686,0.011698,0.02726,0.170353,0.354547,0.770219,0.991447,0.874663,0.424777,0.528495,0.350657,0.294096,0.239038,0.259127
1613,0.363839,0.034453,0.630814,0.101612,0.185148,0.679475,0.771111,0.432897,0.824,0.675056,0.341761,0.044727,0.130841,0.443516,0.475208,0.133826,0.321186,0.614198
1614,0.967091,0.921868,0.928412,0.124949,0.299549,0.509386,0.659435,0.528659,0.423575,0.19787,0.663766,0.246064,0.84598,0.203344,0.746323,0.749113,0.776059,0.560887
1615,0.802533,0.139573,0.737179,0.721806,0.358429,0.746299,0.331311,0.725736,0.707617,0.055911,0.320474,0.48254,0.935118,0.992712,0.519787,0.160541,0.53623,0.024999
1616,0.678419,0.732985,0.372202,0.83937,0.879256,0.746264,0.358404,0.968963,0.826172,0.060391,0.483515,0.220703,0.792929,0.484318,0.543961,0.629674,0.389356,0.971332
1617,0.267626,0.432183,0.73583,0.421809,0.951349,0.154606,0.206148,0.946599,0.658299,0.880307,0.031833,0.899996,0.666259,0.558017,0.737306,0.245168,0.675615,0.044554
1618,0.75328,0.993606,0.712587,0.827415,0.938332,0.460245,0.733946,0.090023,0.390327,0.69803,0.476823,0.813089,0.642749,0.382819,0.129502,0.360117,0.677685,0.782857
1619,0.906507,0.20273,0.341339,0.402667,0.716331,0.245864,0.023221,0.233098,0.955245,0.420484,0.181217,0.735269,0.19946,0.414601,0.535379,0.96632,0.617697,0.730492
1620,0.638718,0.049972,0.271039,0.839319,0.104793,0.12094,0.806772,0.548947,0.567071,0.417323,0.12388,0.495842,0.907432,0.259743,0.998005,0.132586,0.433022,0.776165
1621,0.383531,0.562606,0.630931,0.446869,0.893016,0.074316,0.440766,0.385822,0.797579,0.127457,0.057786,0.42855,0.440392,0.282915,0.569042,0.431823,0.879881,0.096842
1622,0.980218,0.750242,0.724057,0.992446,0.037179,0.90762,0.440271,0.718393,0.536097,0.793909,0.797893,0.195367,0.236994,0.57789,0.988487,0.109677,0.09516,0.324684
1623,0.058643,0.820244,0.356898,0.375579,0.57838,0.576063,0.66256,0.666841,0.703945,0.15998,0.6648,0.506247,0.090384,0.440801,0.73475,0.033396,0.704923,0.191413
1624,0.321783,0.909475,0.884695,0.487601,0.64284,0.965468,0.609085,0.601838,0.778329,0.17971,0.995818,0.227463,0.125871,0.085197,0.322217,0.614396,0.843116,0.123458
1625,0.962136,0.702581,0.576517,0.846611,0.892717,0.033261,0.538874,0.025666,0.206005,0.225309,0.581351,0.921333,0.231329,0.884101,0.584544,0.816163,0.059261,0.63475
1626,0.619229,0.994755,0.422224,0.629811,0.878765,0.601979,0.41057,0.815039,0.808109,0.017545,0.042919,0.609886,0.710131,0.547557,0.392872,0.844752,0.670701,0.607711
1627,0.097672,0.038168,0.641535,0.606057,0.347319,0.152281,0.285982,0.150774,0.726844,0.622781,0.198206,0.184427,0.304607,0.677819,0.020759,0.228289,0.774974,0.911315
1628,0.561281,0.35463,0.481654,0.310751,0.416414,0.315614,0.813883,0.835336,0.819761,0.657919,0.064917,0.321628,0.889321,0.52747,0.001339,0.313021,0.137818,0.950128
1629,0.998252,0.108381,0.25954,0.989644,0.734762,0.636302,0.657962,0.919278,0.651997,0.995774,0.380542,0.328794,0.89889,0.869275,0.902219,0.312098,0.25031,0.544082
1630,0.929309,0.716709,0.887543,0.794134,0.386674,0.484083,0.507419,0.39575,0.467361,0.634247,0.066353,0.783896,0.507643,0.179872,0.535812,0.849922,0.796081,0.796231
1631,0.309027,0.475969,0.193823,0.740249,0.209148,0.497558,0.611949,0.6542,0.387476,0.563243,0.474142,0.01821,0.43509,0.793913,0.941149,0.407491,0.970526,0.452241
1632,0.249247,0.536924,0.645071,0.622423,0.90893,0.576537,0.12412,0.736144,0.211508,0.600264,0.970473,0.216488,0.186451,0.652286,0.934996,0.011675,0.980259,0.527544
1633,0.268511,0.287594,0.950064,0.272073,0.292851,0.38052,0.229678,0.077139,0.588829,0.156167,0.382284,0.457876,0.904544,0.87306,0.679922,0.831826,0.817431,0.893281
1634,0.218331,0.879625,0.045503,0.728867,0.271089,0.78533,0.006268,0.241112,0.278682,0.594521,0.465082,0.485739,0.452116,0.926444,0.204946,0.465469,0.514863,0.519507
1635,0.193715,0.472417,0.263308,0.267059,0.502727,0.674204,0.314108,0.379013,0.238011,0.165361,0.394174,0.931864,0.628623,0.456895,0.335676,0.743982,0.88772,0.139168
1636,0.303478,0.007711,0.945513,0.149027,0.308077,0.388021,0.334143,0.662836,0.58994,0.913381,0.573345,0.921889,0.238734,0.621223,0.315431,0.662557,0.083013,0.282483
1637,0.785692,0.177648,0.134383,0.704423,0.464167,0.445824,0.408346,0.747606,0.287502,0.111192,0.778993,0.974508,0.954172,0.997376,0.186084,0.595119,0.695468,0.21964
1638,0.527261,0.603047,0.503596,0.503261,0.576815,0.093984,0.640139,0.700659,0.412645,0.190182,0.102153,0.623595,0.113227,0.226698,0.279522,0.13822,0.834894,0.389484
1639,0.223897,0.639439,0.965691,0.964702,0.254232,0.030923,0.521483,0.561532,0.894154,0.157033,0.076207,0.979429,0.429013,0.680449,0.445483,0.912313,0.736377,0.937331
1640,0.83625,0.773143,0.152663,0.6188,0.014192,0.39218,0.23092,0.44462,0.515935,0.028719,0.598614,0.231184,0.700054,0.018103,0.634615,0.426965,0.682624,0.418856
1641,0.435775,0.209986,0.069604,0.202538,0.100014,0.464764,0.106237,0.243907,0.582118,0.426761,0.705205,0.474482,0.816894,0.653476,0.760028,0.879797,0.53287,0.94178
1642,0.153668,0.114715,0.279575,0.383545,0.433585,0.916509,0.154574,0.345645,0.806836,0.51176,0.357003,0.708422,0.775216,0.649785,0.315323,0.246474,0.848479,0.37948
1643,0.627119,0.440922,0.146531,0.918329,0.595005,0.529533,0.721905,0.044458,0.671057,0.401398,0.104604,0.223069,0.542699,0.857901,0.938251,0.519012,0.227465,0.389793
1644,0.053483,0.077963,0.002941,0.549845,0.486987,0.24382,0.22587,0.253325,0.458115,0.500737,0.271356,0.445129,0.614434,0.231521,0.536099,0.343134,0.300211,0.422739
1645,0.02235,0.647454,0.488064,0.124708,0.447951,0.665752,0.447489,0.973496,0.293255,0.865611,0.885146,0.358788,0.626245,0.027305,0.085371,0.424021,0.222312,0.576113
1646,0.780458,0.843123,0.477966,0.115801,0.059936,0.215498,0.680585,0.763714,0.004603,0.249639,0.265125,0.650444,0.364435,0.18817,0.500549,0.198551,0.80675,0.998584
1647,0.308025,0.423781,0.982711,0.085606,0.063115,0.506384,0.536553,0.343706,0.35179,0.379584,0.379136,0.512373,0.003281,0.455301,0.342362,0.343198,0.597327,0.809955
1648,0.619875,0.053134,0.919123,0.882785,0.981673,0.117413,0.211759,0.469079,0.935694,0.241065,0.590648,0.746257,0.348796,0.271542,0.117568,0.716229,0.713495,0.128354
1649,0.445636,0.930743,0.002423,0.463204,0.28481,0.322748,0.636889,0.025571,0.16609,0.760334,0.718355,0.495521,0.258143,0.604738,0.642652,0.951985,0.069288,0.521346
1650,0.993924,0.943166,0.444526,0.97897,0.543576,0.605407,0.664644,0.028566,0.407353,0.231116,0.110519,0.241124,0.273081,0.831785,0.786415,0.238365,0.583673,0.896084
